,age,body_type,diet,drinks,drugs,height,income,job,orientation,sex,sign,smokes,status,diet_modifier,education_status,education_institution,ethnicities_indian,ethnicities_native_american,ethnicities_middle_eastern,ethnicities_asian,ethnicities_white,ethnicities_black,ethnicities_other,ethnicities_pacific_islander,ethnicities_hispanic_/_latin,offspring_status,offspring_future,pets_cats,pets_dogs,religion_type,religion_modifier,sign_modifier,speaks_english,speaks_spanish,speaks_french,speaks_c++,speaks_chinese,speaks_japanese,speaks_german,speaks_italian
35338,31,athletic,anything,socially,never,73.0,20000.0,other,straight,m,sagittarius,trying to quit,single,mostly,graduated from,two-year college,0,0,0,0,0,0,1,0,0,doesn't have kids,wants,likes cats,likes dogs,christianity,somewhat serious about it,and it's fun to think about,1,1,0,0,0,0,0,0
35367,37,average,anything,socially,never,69.0,100000.0,artistic / musical / writer,bisexual,f,cancer,no,available,no specified diet modifier,graduated from,masters program,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,has cats,likes dogs,atheism,very serious about it,but it doesn't matter,1,0,1,0,0,0,0,0
35403,23,athletic,other,socially,never,71.0,1000000.0,other,straight,m,scorpio,no,single,mostly,working on,college/university,0,0,0,0,1,0,0,0,1,doesn't have kids,doesn't want,likes cats,likes dogs,agnosticism,not too serious about it,but it doesn't matter,1,1,0,0,0,0,0,0
35478,23,average,anything,socially,never,69.0,20000.0,student,straight,m,gemini,no,single,mostly,working on,masters program,0,0,0,1,0,0,0,0,0,doesn't have kids,wants,likes cats,likes dogs,buddhism,not too serious about it,but it doesn't matter,1,0,0,0,1,0,0,0
35490,36,curvy,anything,socially,sometimes,60.0,60000.0,law / legal services,straight,f,scorpio,no,single,strictly,graduated from,law school,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,has cats,likes dogs,judaism,not too serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
35812,38,average,anything,rarely,never,70.0,20000.0,other,straight,m,libra,no,single,mostly,dropped out of,college/university,0,0,0,1,1,1,0,1,0,doesn't have kids,doesn't want,likes cats,likes dogs,other,very serious about it,but it doesn't matter,1,0,0,1,0,0,0,0
35820,46,curvy,anything,socially,never,64.0,80000.0,other,straight,f,sagittarius,no,single,mostly,graduated from,masters program,0,0,0,0,1,0,0,0,0,has kids,doesn't want,likes cats,likes dogs,judaism,laughing about it,and it's fun to think about,1,1,1,0,0,0,0,0
35840,55,overweight,anything,socially,never,71.0,100000.0,medicine / health,straight,m,leo,no,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,has a kid,doesn't want,has cats,likes dogs,other,not too serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
35853,26,thin,anything,very often,often,68.0,1000000.0,rather not say,straight,m,cancer,yes,single,mostly,dropped out of,space camp,0,0,0,0,1,1,1,0,0,doesn't have kids,might want,likes cats,likes dogs,other,very serious about it,and it matters a lot,1,0,0,0,0,0,0,0
35873,25,curvy,anything,socially,never,64.0,20000.0,education / academia,straight,f,capricorn,no,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,atheism,laughing about it,and it's fun to think about,1,1,0,0,1,0,0,0
35875,24,a little extra,anything,rarely,never,73.0,20000.0,student,straight,m,leo,sometimes,single,mostly,working on,two-year college,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,likes cats,likes dogs,other,somewhat serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
36054,22,a little extra,anything,socially,never,72.0,20000.0,other,straight,m,taurus,no,single,mostly,graduated from,two-year college,0,0,0,0,0,0,0,0,1,doesn't have kids,might want,likes cats,likes dogs,christianity,not too serious about it,but it doesn't matter,1,1,0,0,0,1,0,1
36070,18,average,anything,socially,never,70.0,20000.0,other,straight,m,pisces,sometimes,single,mostly,working on,space camp,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,atheism,not too serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
36177,40,a little extra,vegetarian,rarely,never,68.0,100000.0,science / tech / engineering,straight,m,scorpio,no,single,mostly,graduated from,masters program,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,atheism,somewhat serious about it,but it doesn't matter,1,0,1,1,0,0,1,0
36316,34,average,anything,socially,never,73.0,150000.0,artistic / musical / writer,straight,m,pisces,no,single,mostly,graduated from,space camp,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,agnosticism,not too serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
36466,25,fit,anything,socially,never,66.0,80000.0,science / tech / engineering,straight,m,scorpio,no,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,other,laughing about it,and it's fun to think about,1,0,0,0,0,0,1,0
36571,22,curvy,vegetarian,socially,never,66.0,20000.0,student,bisexual,f,gemini,no,single,mostly,working on,two-year college,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,likes cats,likes dogs,atheism,not too serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
36611,30,thin,vegetarian,often,sometimes,69.0,20000.0,other,straight,m,virgo,sometimes,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,agnosticism,laughing about it,and it's fun to think about,1,1,0,0,0,0,0,0
36642,23,average,anything,socially,never,66.0,20000.0,sales / marketing / biz dev,straight,m,gemini,no,single,mostly,working on,college/university,0,0,0,1,0,0,0,0,0,doesn't have kids,wants,likes cats,likes dogs,catholicism,somewhat serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
36684,34,a little extra,anything,socially,never,67.0,1000000.0,artistic / musical / writer,straight,m,scorpio,no,single,no specified diet modifier,graduated from,college/university,0,0,0,0,1,0,0,0,0,has a kid,wants,likes cats,likes dogs,atheism,laughing about it,and it's fun to think about,1,1,0,0,0,0,0,0
36798,20,average,anything,socially,sometimes,71.0,20000.0,student,straight,m,capricorn,no,single,mostly,working on,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,has cats,likes dogs,atheism,not too serious about it,but it doesn't matter,1,0,0,0,0,0,0,1
36830,28,fit,anything,socially,sometimes,70.0,20000.0,hospitality / travel,straight,m,pisces,sometimes,single,mostly,graduated from,high school,0,0,0,1,0,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,other,laughing about it,but it doesn't matter,1,0,0,0,0,0,0,0
36884,32,full figured,anything,often,never,64.0,20000.0,artistic / musical / writer,straight,f,aries,no,single,mostly,graduated from,college/university,0,0,0,0,0,0,0,0,1,doesn't have kids,doesn't want,has cats,has dogs,atheism,somewhat serious about it,and it's fun to think about,1,1,1,0,0,0,0,0
36913,21,athletic,anything,rarely,never,70.0,80000.0,computer / hardware / software,straight,m,virgo,no,single,strictly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,atheism,laughing about it,but it doesn't matter,1,0,0,0,0,0,0,0
37014,21,thin,anything,rarely,never,65.0,20000.0,student,straight,f,aries,no,single,no specified diet modifier,working on,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,likes cats,likes dogs,christianity,not too serious about it,and it's fun to think about,1,0,1,0,0,0,0,0
37088,19,fit,vegetarian,socially,sometimes,69.0,20000.0,student,straight,m,aries,sometimes,single,mostly,no specified educational status,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,likes cats,likes dogs,buddhism,laughing about it,no specified sign modifier,1,1,0,0,0,0,0,0
37160,23,fit,anything,socially,never,67.0,50000.0,artistic / musical / writer,straight,m,libra,no,single,mostly,graduated from,college/university,0,0,0,0,0,0,0,0,1,doesn't have kids,might want,likes cats,has dogs,catholicism,laughing about it,but it doesn't matter,1,1,0,0,0,0,0,0
37161,23,average,other,socially,never,66.0,30000.0,student,straight,m,leo,no,single,mostly,working on,college/university,0,0,0,0,0,0,0,0,1,doesn't have kids,wants,likes cats,has dogs,catholicism,not too serious about it,and it's fun to think about,1,1,0,0,0,0,0,0
37224,23,curvy,anything,socially,never,69.0,20000.0,other,straight,f,scorpio,no,single,mostly,graduated from,two-year college,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,likes cats,likes dogs,christianity,not too serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
37476,22,curvy,anything,socially,never,68.0,20000.0,student,straight,f,taurus,yes,single,mostly,working on,college/university,0,0,0,0,0,1,1,0,0,doesn't have kids,wants,likes cats,likes dogs,catholicism,not too serious about it,and it's fun to think about,1,0,1,0,0,0,0,0
37496,27,curvy,anything,socially,never,64.0,50000.0,education / academia,straight,f,pisces,no,seeing someone,mostly,graduated from,college/university,0,0,0,1,0,0,0,0,0,doesn't have kids,wants,likes cats,has dogs,atheism,laughing about it,and it's fun to think about,1,1,0,0,1,0,0,0
37661,32,athletic,anything,rarely,never,66.0,60000.0,other,straight,f,leo,no,single,mostly,graduated from,college/university,0,0,0,1,0,0,0,0,0,doesn't have kids,wants,likes cats,has dogs,christianity,somewhat serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
37761,29,average,other,socially,never,74.0,50000.0,artistic / musical / writer,straight,m,taurus,no,single,strictly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,has cats,likes dogs,agnosticism,laughing about it,but it doesn't matter,1,0,0,0,0,0,0,0
37799,22,average,anything,often,sometimes,71.0,80000.0,computer / hardware / software,straight,m,leo,no,single,strictly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,likes cats,likes dogs,atheism,not too serious about it,but it doesn't matter,1,0,0,1,0,0,0,0
37812,21,thin,anything,socially,sometimes,66.0,20000.0,sales / marketing / biz dev,straight,m,sagittarius,no,single,mostly,working on,college/university,0,0,0,1,0,0,0,1,0,doesn't have kids,doesn't want,likes cats,has dogs,atheism,laughing about it,but it doesn't matter,1,0,0,0,0,0,0,0
37995,55,fit,anything,socially,never,70.0,100000.0,science / tech / engineering,straight,m,capricorn,no,available,mostly,graduated from,masters program,0,0,0,0,1,0,0,0,0,has kids,doesn't want,likes cats,has dogs,agnosticism,laughing about it,but it doesn't matter,1,0,0,0,0,0,0,0
38019,30,athletic,anything,socially,sometimes,76.0,100000.0,executive / management,straight,m,taurus,no,single,strictly,graduated from,masters program,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,agnosticism,laughing about it,but it doesn't matter,1,0,0,0,0,0,0,0
38057,29,athletic,anything,socially,never,69.0,100000.0,sales / marketing / biz dev,straight,m,libra,no,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,has a kid,might want,likes cats,has dogs,christianity,not too serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
38106,34,athletic,anything,socially,never,72.0,20000.0,student,straight,m,capricorn,no,single,mostly,working on,college/university,0,1,0,0,1,0,0,0,1,doesn't have kids,might want,likes cats,likes dogs,atheism,laughing about it,and it's fun to think about,1,0,0,0,0,0,0,0
38138,25,a little extra,other,not at all,never,73.0,30000.0,executive / management,straight,m,gemini,no,single,mostly,graduated from,high school,0,0,0,0,1,0,1,0,1,doesn't have kids,doesn't want,likes cats,likes dogs,christianity,laughing about it,but it doesn't matter,1,1,0,0,0,0,0,0
38152,23,athletic,anything,socially,sometimes,72.0,20000.0,artistic / musical / writer,straight,m,sagittarius,no,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,1,doesn't have kids,doesn't want,likes cats,has dogs,agnosticism,laughing about it,but it doesn't matter,1,1,0,0,0,0,0,0
38187,65,curvy,anything,not at all,never,67.0,50000.0,medicine / health,straight,f,capricorn,no,single,mostly,graduated from,masters program,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,likes cats,likes dogs,other,very serious about it,and it matters a lot,1,0,0,0,0,0,0,0
38254,21,average,anything,rarely,never,66.0,20000.0,student,straight,f,virgo,no,single,mostly,working on,college/university,0,0,1,0,0,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,agnosticism,somewhat serious about it,and it's fun to think about,1,0,1,0,0,0,0,0
38287,29,a little extra,anything,rarely,never,58.0,40000.0,clerical / administrative,straight,f,leo,no,seeing someone,no specified diet modifier,working on,college/university,0,0,0,0,0,0,0,0,1,has kids,doesn't want,likes cats,likes dogs,catholicism,not too serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
38338,25,thin,vegetarian,very often,often,66.0,1000000.0,unemployed,straight,f,taurus,sometimes,single,strictly,dropped out of,high school,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,has cats,likes dogs,catholicism,very serious about it,and it matters a lot,1,0,0,0,0,0,0,0
38396,31,a little extra,anything,socially,never,68.0,40000.0,sales / marketing / biz dev,straight,f,gemini,no,single,mostly,graduated from,masters program,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,likes cats,likes dogs,judaism,somewhat serious about it,but it doesn't matter,1,0,0,0,1,0,0,1
38503,33,fit,anything,socially,sometimes,72.0,50000.0,education / academia,straight,m,scorpio,no,single,strictly,graduated from,college/university,0,0,0,0,1,0,1,0,0,doesn't have kids,might want,likes cats,likes dogs,buddhism,laughing about it,but it doesn't matter,1,0,0,0,0,0,0,0
38534,36,fit,vegetarian,socially,never,65.0,60000.0,other,gay,m,virgo,no,single,mostly,graduated from,college/university,0,0,0,0,0,0,1,1,0,doesn't have kids,doesn't want,likes cats,likes dogs,agnosticism,laughing about it,and it's fun to think about,1,1,1,0,0,1,0,0
38710,40,thin,vegetarian,not at all,never,65.0,80000.0,other,straight,f,cancer,no,single,mostly,graduated from,space camp,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,has cats,likes dogs,buddhism,somewhat serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
38734,38,a little extra,anything,socially,sometimes,70.0,20000.0,hospitality / travel,straight,m,libra,yes,single,mostly,dropped out of,college/university,0,0,0,1,1,0,0,0,0,doesn't have kids,doesn't want,likes cats,likes dogs,atheism,not too serious about it,but it doesn't matter,1,1,0,0,0,0,0,0
38751,33,athletic,anything,socially,never,77.0,100000.0,other,straight,m,aquarius,no,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,wants,likes cats,likes dogs,christianity,not too serious about it,and it's fun to think about,1,1,0,0,0,0,0,0
38760,50,fit,anything,socially,never,72.0,250000.0,executive / management,straight,m,libra,no,single,mostly,graduated from,masters program,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,other,not too serious about it,but it doesn't matter,1,0,0,0,0,0,0,0
38802,33,average,anything,socially,sometimes,72.0,50000.0,artistic / musical / writer,straight,m,pisces,sometimes,single,strictly,dropped out of,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,likes dogs,christianity,not too serious about it,and it's fun to think about,1,1,0,0,0,0,0,0
38826,28,fit,anything,often,sometimes,70.0,20000.0,artistic / musical / writer,straight,m,gemini,sometimes,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,likes cats,likes dogs,agnosticism,laughing about it,but it doesn't matter,1,0,0,0,0,0,0,0
38925,44,thin,vegetarian,socially,sometimes,65.0,50000.0,education / academia,straight,f,taurus,no,single,mostly,graduated from,college/university,0,0,0,0,1,0,0,0,0,doesn't have kids,doesn't want,has cats,likes dogs,buddhism,laughing about it,and it's fun to think about,1,0,0,0,0,0,0,0
38965,54,average,anything,socially,never,70.0,80000.0,military,straight,m,libra,no,single,strictly,graduated from,law school,0,0,0,0,1,0,0,0,0,has kids,might want,has cats,has dogs,christianity,very serious about it,but it doesn't matter,1,0,0,0,0,0,1,0
39033,27,fit,anything,desperately,never,69.0,50000.0,sales / marketing / biz dev,straight,m,capricorn,when drinking,single,strictly,graduated from,masters program,0,0,0,1,0,0,0,0,0,doesn't have kids,doesn't want,likes cats,likes dogs,atheism,laughing about it,and it matters a lot,1,1,0,0,1,0,0,0
39048,40,average,anything,rarely,never,73.0,60000.0,computer / hardware / software,straight,m,aquarius,no,available,strictly,dropped out of,high school,0,0,0,0,1,0,0,0,0,doesn't have kids,might want,likes cats,has dogs,atheism,somewhat serious about it,and it's fun to think about,1,0,0,0,0,0,0,0
